BROKERTITLE,TYPE, PRICE ,BEDS,BATH,PROPERTYSQFT,ADDRESS,Neighborhood/Boroughs,State,Zipcode,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Buyer_FirstNames,Buyer_LastName,Buyer_Email,Buyer_Phone,Buyer_STREET,Buyer_UNIT,Buyer_CITY,Buyer_DISTRICT,Buyer_REGION,Buyer_Zipcode,Buyer_budget,Seller_FirstNames,Seller_LastNames,Seller_Email,Seller_Phone,Seller_STREET,Seller_UNIT,Seller_CITY,Seller_DISTRICT,Seller_REGION,Seller_Zipcode,Employee_Lastnames,Employee_Firstnames,Employees_phone,Employees_email,Start_date,Position, Salary , Commission ,Appointment_Date,Appointment_Time,Attendence,Property_id,Date_post,Property_status,Transaction_id,Transaction_date,Payment_status,Rating
Myc & Associates Inc,Multi-family,"5,827,000.00",3,2,55300,9944 62nd Ave,Queens,NY,11374,United States,New York,Queens County,Queens,62nd Avenue,"99-44 62nd Ave, Flushing, NY 11374, USA",40.7352736,-73.8566546,Carson, Amelia,carsonamelia@example.com,394-569-0584,East Main Street,,Middletown,Orange,NY,10940,5500000,el-Hashemi, Mushtaaq,elhashemimushtaaq@example.com,192-936-0729,State Route 15A,,Canadice,Ontario,NY,14560,Do, Robert,440-822-9589,dorobert@example.com,7/26/21,Buyer Agent,"82,622.00","291,350.00",3/10/13,1:46:41 PM,TRUE,2147,4/22/10,Pending,2147,7/10/18,Completed,2
COMPASS,Co-op,"995,000.00",2,2,2184.207862,425 W 24th St Apt 1E,Manhattan,NY,10011,New York,New York County,New York,Manhattan,425,"425 W 24th St #1a, New York, NY 10011, USA",40.747844,-74.00189,al-Fahmy, Sadeeqa,alfahmysadeeqa@example.com,881-843-0448,North McKinley Avenue,,Union,Broome,NY,13760,1020000,Huang, Javeria,huangjaveria@example.com,609-006-9170,Onderdonk Road,,Warwick,Orange,NY,10990,Peterman, Dalton,268-493-9717,petermandalton@example.com,3/12/19,Buyer Agent,"53,643.00","49,750.00",12/14/18,3:25:06 PM,FALSE,2148,8/28/17,Sold,2148,5/6/19,Completed,5
Myc & Associates Inc,Multi-family,"5,827,000.00",3,2,55300,9944 62nd Ave,Queens,NY,11374,United States,New York,Queens County,Queens,62nd Avenue,"99-44 62nd Ave, Flushing, NY 11374, USA",40.7352736,-73.8566546,Schreibman, Harvey,schreibmanharvey@example.com,960-903-6664,Garden Lane,,Brookhaven,Suffolk,NY,11980,5200000,Caro, Oscar,carooscar@example.com,569-423-6344,Fairlane Drive,,Greece,Monroe,NY,14626,Do, Robert,440-822-9589,dorobert@example.com,7/26/21,Buyer Agent,"82,622.00","291,350.00",11/19/15,3:32:12 PM,TRUE,2149,9/6/10,Withdrawn,2149,2/22/18,Canceled,2
Redfin Real Estate,Co-op,"569,000.00",2,2,2184.207862,61-15 97th St Unit 14F,Rego Park,NY,11374,New York,Queens County,Queens,Rego Park,61-15,"61-15 97th St #14f, Rego Park, NY 11374, USA",40.7337965,-73.8620837,al-Shahid, Naaji,alshahidnaaji@example.com,174-458-5274,Rugby Street,,Hempstead,Nassau,NY,11554,564000,Holmes, Kailey,holmeskailey@example.com,835-689-9251,County Road 17,,Colchester,Delaware,NY,12776,el-Hammad, Taiseer,816-732-3858,elhammadtaiseer@example.com,12/30/16,Buyer Agent,"162,880.00","28,450.00",4/24/20,4:21:42 PM,TRUE,2150,10/25/15,Under Contract,2150,6/4/21,Completed,3
Brown Harris Stevens - 1926 Broadway,Co-op,"7,195,000.00",3,4,2184.207862,812 Fifth Ave Unit 10A,Manhattan,NY,10065,New York,New York County,New York,Manhattan,812,"812 5th Ave #10a, New York, NY 10065, USA",40.7662872,-73.9711965,Panyachith, Morgynne,panyachithmorgynne@example.com,180-972-6099,Sanders Road,,Buffalo,Erie,NY,14216,7550000,el-Salloum, Dhaakir,elsalloumdhaakir@example.com,205-401-5292,OConnell Road,,Constable,Franklin,NY,12926,Roebke, Christopher,867-977-7897,roebkechristopher@example.com,5/19/18,Listing Specialist,"50,000.00","359,750.00",7/28/07,4:11:28 PM,TRUE,2151,11/28/06,Sold,2151,8/29/18,Completed,5
Daniel Gale Sotheby's International Realty,Co-op,"398,000.00",3,1,2184.207862,21-77 33rd St Unit 4F,Astoria,NY,11105,New York,Queens County,Queens,Astoria,21-77,"21-77 33rd St #4f, Astoria, NY 11105, USA",40.7753841,-73.90928,Watchman, Steven,watchmansteven@example.com,628-372-1347,Shute Road,Unit 108,La Fayette,Onondaga,NY,13084,463000,Perez, Lizbeth,perezlizbeth@example.com,679-653-8729,Madison Avenue,,Islip,Suffolk,NY,11795,Wise, Toi,628-338-4701,wisetoi@example.com,6/15/22,Listing Specialist,"50,000.00","19,900.00",7/23/15,10:40:16 AM,FALSE,2152,3/28/15,Pending,2152,8/31/22,Completed,3
Brownstone Real Estate LLC - Carroll Gardens,Townhouse,"3,200,000.00",4,4,3200,556 Henry St,Brooklyn,NY,11231,United States,New York,Kings County,Brooklyn,Henry Street,"556 Henry St, Brooklyn, NY 11231, USA",40.6820276,-74.000601,Ortega, Pedro,ortegapedro@example.com,008-258-3284,Renwick Avenue,,Huntington,Suffolk,NY,11743,3350000,Demario, Esstefan,demarioesstefan@example.com,482-656-2478,Hempstead Gardens Drive,,Hempstead,Nassau,NY,11552,el-Emami, Shuaib,859-850-7605,elemamishuaib@example.com,3/7/21,Buyer Agent,"51,246.00","160,000.00",2/23/20,10:16:21 AM,TRUE,2153,10/7/18,Pending,2153,4/21/20,Completed,2
NEUHAUS REALTY INC.,House,"799,999.00",3,4,2337,619 Johnston Ter,Staten Island,NY,10309,United States,New York,Richmond County,Staten Island,Johnston Terrace,"619 Johnston Terrace, Staten Island, NY 10309, USA",40.513375,-74.202668,Santos, Ram,santosram@example.com,870-294-3631,North Goodman Street,,Rochester,Monroe,NY,14609,937000,el-Hamid, Kaleem,elhamidkaleem@example.com,399-453-0234,Lilac Drive,,Oyster Bay,Nassau,NY,11791,Wright, Travis,398-201-5524,wrighttravis@example.com,1/4/23,Lead Negotiator,"187,867.00","39,999.95",1/24/14,11:48:50 AM,TRUE,2154,11/7/13,Withdrawn,2154,4/3/16,Canceled,2
RE/MAX Team,Pending,"758,888.00",4,2,2184.207862,40-26 Benham St,Elmhurst,NY,11373,United States,New York,Queens County,Queens,Benham Street,"40-26 Benham St, Elmhurst, NY 11373, USA",40.7479833,-73.8746835,Johnson, Isaiah,johnsonisaiah@example.com,122-533-5337,Turin Street,Apartment 605,Rome,Oneida,NY,13440,793000,Gonzalez, Diego,gonzalezdiego@example.com,661-715-1336,Arbor Road,,Hamptonburgh,Orange,NY,10916,Belser, Natasha,876-937-6288,belsernatasha@example.com,12/29/15,Listing Specialist,"55,248.00","37,944.40",3/15/10,11:21:47 AM,TRUE,2155,3/15/10,Withdrawn,2155,12/11/20,Pending,3
KELLER WILLIAMS REALTY LANDMARK II,House,"619,999.00",3,2,2184.207862,572 Junius St,Brownville,NY,11212,United States,New York,Kings County,Brooklyn,Junius Street,"572 Junius St, Brooklyn, NY 11212, USA",40.6603335,-73.9008479,al-Kassem, Iyaad,alkassemiyaad@example.com,143-409-7042,Pugsley Hill Road,,Stanford,Dutchess,NY,12501,619000,Pettway, Sierra,pettwaysierra@example.com,563-861-7588,Hillcrest Street,,Rochester,Monroe,NY,14609,Le, Katherine,654-527-6716,lekatherine@example.com,12/25/15,Listing Specialist,"121,886.00","30,999.95",7/16/12,2:07:36 PM,FALSE,2156,10/23/11,Withdrawn,2156,9/22/12,Canceled,3
Connie Profaci Realty,Condo,"198,000.00",1,1,1000,1100 Clove Rd Apt Gl,Staten Island,NY,10301,United States,New York,Richmond County,Staten Island,Clove Road,"1100 Clove Rd, Staten Island, NY 10301, USA",40.6189484,-74.1071576,Harper, Kaeyla,harperkaeyla@example.com,052-164-4862,Route 67,,Malta,Saratoga,NY,12118,153000,Stapleton, Paul,stapletonpaul@example.com,141-268-9617,Knollwood Drive,,Ossining,Westchester,NY,10562,Pino, Madeleine,428-279-7970,pinomadeleine@example.com,11/17/20,Buyer Agent,"50,000.00","9,900.00",12/25/14,12:58:53 PM,TRUE,2157,12/19/14,Withdrawn,2157,6/11/15,Canceled,3
eXp Realty BKNY,House,"485,000.00",2,1,560,2800 Brown St,Brooklyn,NY,11235,United States,New York,Kings County,Brooklyn,Brown Street,"2800 Brown St, Brooklyn, NY 11235, USA",40.585215,-73.937245,Reefe, Stephen,reefestephen@example.com,803-603-8080,Westervelt Avenue,,Hempstead,Nassau,NY,11510,425000,Gonzales, Leon,gonzalesleon@example.com,144-583-3954,Redman Road,,Sweden,Monroe,NY,14420,Blount, De'Jour,493-168-3872,blountdejour@example.com,7/12/15,Buyer Agent,"50,000.00","24,250.00",9/26/20,11:18:55 AM,TRUE,2158,6/2/17,Withdrawn,2158,9/6/22,Canceled,3
Classic Home Sales,House,"859,000.00",3,2,2184.207862,2062 Royce St,Brooklyn,NY,11234,United States,New York,Kings County,Brooklyn,Royce Street,"2062 Royce St, Brooklyn, NY 11234, USA",40.621997,-73.905326,Torrez-Suazo, Katya,torrezsuazokatya@example.com,660-639-6450,West Broadway,,Hempstead,Nassau,NY,11516,831000,al-Nasser, Mahboob,alnassermahboob@example.com,057-417-5702,Lewiston Road,,Batavia,Genesee,NY,14020,Korff, Haley,778-591-9930,korffhaley@example.com,5/30/17,Listing Specialist,"183,283.00","42,950.00",3/20/20,3:14:26 PM,TRUE,2159,2/14/20,Active,2159,3/16/21,Completed,3
Queens Quality Management,Co-op,"359,000.00",2,1,2184.207862,16-29 212 St Unit 105,Bayside,NY,11360,New York,Queens County,Queens,Bayside,1629,"1629 212th St # 105, Bayside, NY 11360, USA",40.7838199,-73.78072,Nelson, Jonathan,nelsonjonathan@example.com,683-569-3991,Bright Street,,Cheektowaga,Erie,NY,14206,384000,Anderson, Devin,andersondevin@example.com,078-796-1839,Maple Street,,Syracuse,Onondaga,NY,13210,al-Beshara, Nawaal,629-671-5576,albesharanawaal@example.com,5/20/18,Buyer Agent,"250,000.00","17,950.00",6/25/19,1:31:52 PM,TRUE,2160,5/23/19,Sold,2160,4/24/20,Completed,3
COMPASS,Co-op,"725,000.00",2,2,2184.207862,35-56 77th St Unit 41,Queens,NY,11372,New York,Queens County,Queens,Jackson Heights,3556,"3556 77th St Apt 41, Jackson Heights, NY 11372, USA",40.7512999,-73.88932,Malik, Alicia,malikalicia@example.com,053-781-2206,Hotchkiss Road,,Greene,Chenango,NY,13778,701000,Carleton, Selena,carletonselena@example.com,164-178-1907,Grace Park Drive,,Huntington,Suffolk,NY,11725,el-Samad, Murshid,376-780-6142,elsamadmurshid@example.com,9/28/21,Sales Associate,"149,068.00","36,250.00",12/23/20,12:42:29 PM,TRUE,2161,7/28/20,Withdrawn,2161,2/11/21,Canceled,2
Keller Williams Rlty Landmark,Co-op,"575,000.00",2,1,2184.207862,46-01 39 Ave Unit 514,Sunnyside,NY,11104,New York,Queens County,Queens,Sunnyside,4601,"4601 39th Ave Apt 514, Sunnyside, NY 11104, USA",40.7493599,-73.91745,al-Rashid, Adham,alrashidadham@example.com,839-578-4433,Butler Road,Apartment 1,Paris,Oneida,NY,13456,606000,Gonzalez, Carlos,gonzalezcarlos@example.com,780-573-0541,State Route 3,,Fine,St Lawrence,NY,13648,Costello, Porcalynn,554-104-3616,costelloporcalynn@example.com,11/10/19,Listing Specialist,"125,405.00","28,750.00",4/11/18,11:09:56 AM,TRUE,2162,1/23/17,Pending,2162,10/1/21,Completed,2
RE/MAX Team,Multi-family,"1,288,000.00",5,5,2500,48-36 65th Pl,Woodside,NY,11377,United States,New York,Queens County,Queens,65th Place,"48-36 65th Pl, Flushing, NY 11377, USA",40.7374104,-73.9002424,Griego, Chaz,griegochaz@example.com,042-853-5658,Melrose Street,,Buffalo,Erie,NY,14210,1150000,Combs, Ezra,combsezra@example.com,028-287-2164,Middle Neck Road,Apartment 12-1A,North Hempstead,Nassau,NY,11021,Belser, Natasha,876-937-6288,belsernatasha@example.com,12/29/15,Listing Specialist,"55,248.00","64,400.00",11/3/06,3:05:49 PM,TRUE,2163,7/24/06,Under Contract,2163,3/20/11,Completed,3
DiTommaso Real Estate,House,"589,000.00",2,2,1808,18 Harbour Ct,Staten Island,NY,10308,United States,New York,Richmond County,Staten Island,Harbour Court,"18 Harbour Ct, Staten Island, NY 10308, USA",40.5383835,-74.1433088,Slocum, William,slocumwilliam@example.com,791-841-9887,Mount Pleasant Road,,Nichols,Tioga,NY,13812,572000,al-Malak, Rutaiba,almalakrutaiba@example.com,187-221-4129,Hilton Road,,Owego,Tioga,NY,13732,Wu, Lia,809-906-6564,wulia@example.com,4/8/15,Sales Associate,"65,327.00","29,450.00",1/17/18,1:04:40 PM,TRUE,2164,6/11/17,Under Contract,2164,7/1/22,Completed,2
,Co-op,"239,000.00",1,1,2184.207862,111-31 66th Ave Unit 2C,Forest Hills,NY,11375,New York,Queens County,Queens,Forest Hills,111- 31,"111- 31 66th Ave #2c, Forest Hills, NY 11375, USA",40.7318103,-73.8443526,Maloy, Matthew,maloymatthew@example.com,997-363-2116,Noyack Road,,Southampton,Suffolk,NY,11963,244000,Oetken, Tyler,oetkentyler@example.com,888-686-7033,Delaware Avenue,Apartment 3D,Buffalo,Erie,NY,14222,Kerkhoff, Cameron,374-463-3570,kerkhoffcameron@example.com,6/12/15,Listing Specialist,"131,322.00","11,950.00",6/18/19,9:40:46 AM,TRUE,2165,8/16/18,Under Contract,2165,6/4/20,Completed,2
COMPASS,Townhouse,"2,050,000.00",7,4,5200,213 E 120th St,Manhattan,NY,10035,United States,New York,New York County,New York,East 120th Street,"213 E 120th St, New York, NY 10035, USA",40.8003622,-73.9373581,al-Taheri, Hafsa,altaherihafsa@example.com,040-601-8176,Bretton Woods Drive,,Pittsford,Monroe,NY,14618,1970000,Palmer, Matthew,palmermatthew@example.com,778-958-5330,Exeter Place,,Brookhaven,Suffolk,NY,11727,al-Sharif, Ammaar,941-713-9023,alsharifammaar@example.com,2/23/23,Real Estate Advisor,"60,716.00","102,500.00",5/5/18,3:09:50 PM,FALSE,2166,12/31/15,Pending,2166,12/24/21,Completed,1
Steven Corcoran Real Estate LLC - Steven Corcoran Real Estate TudorCity.com,Co-op,"259,000.00",3,1,250,321 E 43rd St Apt 211,New York,NY,10017,New York,New York County,New York,Manhattan,321,"321 E 43rd St Apt 211, New York, NY 10017, USA",40.750236,-73.9707571,Weinstein, Brianna,weinsteinbrianna@example.com,124-700-7272,South Main Street,,Fairfield,Herkimer,NY,13406,261000,Rodriguez, Matthew,rodriguezmatthew@example.com,973-502-5071,Teed Court,,Somers,Westchester,NY,10536,Gores, Thang,589-473-7173,goresthang@example.com,6/6/23,Listing Specialist,"250,000.00","12,950.00",4/6/10,9:47:28 AM,FALSE,2167,10/9/09,Active,2167,12/2/11,Completed,3
COMPASS,Co-op,"900,000.00",2,2,2184.207862,2166 Broadway Apt 11F,Manhattan,NY,10024,New York,New York County,New York,Manhattan,2166,"2166 Broadway Apt 11b, New York, NY 10024, USA",40.7819299,-73.9807097,Russell, Rachel,russellrachel@example.com,818-706-0097,Meadowbrook Drive,,Elma,Erie,NY,14059,839000,Vang, Timothy,vangtimothy@example.com,737-745-1990,Water Grant Street,Apartment 1H,Yonkers,Westchester,NY,10701,el-Suleiman, Zubair,935-842-8150,elsuleimanzubair@example.com,11/23/23,Sales Associate,"250,000.00","45,000.00",7/9/22,9:26:05 AM,TRUE,2168,3/6/22,Under Contract,2168,7/24/22,Completed,3
RE MAX Edge,Co-op,"219,000.00",3,1,550,1119 Ocean Pkwy Unit 1O,Brooklyn,NY,11230,New York,Kings County,Brooklyn,Midwood,1119,"1119 Ocean Pkwy #1b, Brooklyn, NY 11230, USA",40.621071,-73.969227,Palmer, Timothy,palmertimothy@example.com,137-708-7744,Marie Drive,,Mohawk,Montgomery,NY,12068,227000,Darbin, Puspa,darbinpuspa@example.com,350-833-6352,Water Street,,Oxford,Chenango,NY,13830,Le, Tina,592-417-8850,letina@example.com,1/16/15,Sales Associate,"51,446.00","10,950.00",9/25/10,9:27:34 AM,TRUE,2169,6/13/10,Under Contract,2169,10/12/22,Completed,3
Corcoran West Side,Condo,"1,795,000.00",3,2,1773,380 Lenox Ave Apt 2D,New York,NY,10027,New York,New York County,New York,Manhattan,380,"380 Lenox Ave #2d, New York, NY 10037, USA",40.810446,-73.943187,Thomas, Cameron,thomascameron@example.com,128-824-5257,Cedar Street,,Rosendale,Ulster,NY,12486,1780000,Bustos-Campos, Jesse,bustoscamposjesse@example.com,122-836-4105,Rinaldo Boulevard East,,Cicero,Onondaga,NY,13030,Ball, Arnela,384-201-4296,ballarnela@example.com,7/20/16,Lead Negotiator,"71,932.00","89,750.00",3/14/17,2:46:39 PM,FALSE,2170,11/29/13,Under Contract,2170,11/25/19,Completed,2
E Realty International Corp,Multi-family,"2,290,000.00",4,5,2184.207862,13-63 209th St,Bayside,NY,11360,United States,New York,Queens County,Queens,209th Street,"13-63 209th St, Flushing, NY 11360, USA",40.7869532,-73.7833849,Lucio, Presley,luciopresley@example.com,178-613-1861,North Pearl Street,Apartment 2,Buffalo,Erie,NY,14202,2270000,Brave, Kenneth,bravekenneth@example.com,526-152-4370,Ball Lane,,De Witt,Onondaga,NY,13057,Kohnlein, Joshua,508-144-3202,kohnleinjoshua@example.com,4/23/23,Real Estate Advisor,"66,522.00","114,500.00",3/27/16,12:53:37 PM,FALSE,2171,10/12/06,Under Contract,2171,10/14/17,Completed,3
COMPASS,Townhouse,"10,850,000.00",4,2,13000,591 Park Ave,Manhattan,NY,10065,United States,New York,New York County,New York,Park Avenue,"591 Park Ave, New York, NY 10065, USA",40.765596,-73.967349,Chawla, Andrew,chawlaandrew@example.com,463-709-0659,Westcott Street,,Syracuse,Onondaga,NY,13210,8730000,Patterson, Robert,pattersonrobert@example.com,041-072-1234,Grandview Drive,,Cicero,Onondaga,NY,13039,Koppes, Henry,251-329-8377,koppeshenry@example.com,9/1/18,Listing Specialist,"250,000.00","542,500.00",4/24/11,1:35:07 PM,FALSE,2172,4/1/05,Under Contract,2172,1/28/16,Completed,3
COMPASS,Condo,"699,000.00",2,2,1519,2322 Adam Clayton Powell Jr Blvd Apt 1C,Manhattan,NY,10030,New York,New York County,New York,Manhattan,2322,"2322 Adam Clayton Powell Jr Blvd #1c, New York, NY 10030, USA",40.8163359,-73.9434447,Lawson, Sunny,lawsonsunny@example.com,144-587-6914,Bornt Hill Road,,Owego,Tioga,NY,13760,651000,Starks III, Amir,starksiiiamir@example.com,682-089-5719,North Jerusalem Road,,Hempstead,Nassau,NY,11756,al-Toure, Nadheera,801-913-9560,altourenadheera@example.com,8/6/17,Buyer Agent,"250,000.00","34,950.00",2/9/17,4:14:16 PM,TRUE,2173,4/3/14,Under Contract,2173,12/20/20,Completed,2
Unimax Realty Co Inc,House,"998,000.00",3,2,2184.207862,48-23 193rd St,Fresh Meadows,NY,11365,United States,New York,Queens County,Queens,193rd Street,"80-48 193rd St, Jamaica, NY 11423, USA",40.7288044,-73.7772174,al-Kassem, Nabeel,alkassemnabeel@example.com,924-323-2556,Grantland Avenue,,Hempstead,Nassau,NY,11552,849000,Baros, Luis,barosluis@example.com,331-756-8634,Billys Way,,Philipstown,Putnam,NY,10516,Luttrell, Alyssia,728-959-7364,luttrellalyssia@example.com,2/13/20,Buyer Agent,"139,513.00","49,900.00",10/11/19,9:35:45 AM,TRUE,2174,4/19/07,Active,2174,10/14/20,Completed,2
Behfar Team Llc,House,"1,100,000.00",3,2,2184.207862,1534 E 22nd St,Brooklyn,NY,11210,United States,New York,Kings County,Brooklyn,East 22nd Street,"1534 E 22nd St, Brooklyn, NY 11210, USA",40.6143817,-73.9525027,Suchomel, Demetrius,suchomeldemetrius@example.com,189-726-3096,Sylvan Avenue,,Bethlehem,Albany,NY,12054,923000,Albers, Kendra,alberskendra@example.com,582-305-6288,Shore Road,Apartment 603,Long Beach,Nassau,NY,11561,Walker-Savoy, Natasha,778-945-5282,walkersavoynatasha@example.com,11/12/15,Buyer Agent,"50,000.00","55,000.00",11/21/17,10:30:20 AM,TRUE,2175,1/7/17,Under Contract,2175,9/14/18,Completed,3
New York Realty Minimax,Multi-family,"2,198,888.00",11,6,2184.207862,558 Seneca Ave,Ridgewood,NY,11385,United States,New York,Queens County,Queens,Seneca Avenue,"558 Seneca Ave, Ridgewood, NY 11385, USA",40.7047192,-73.9112269,Valenzuela, Ebony,valenzuelaebony@example.com,177-103-0710,Clarendon Street,Apartment 2,Syracuse,Onondaga,NY,13210,2090000,Franco, Ty,francoty@example.com,111-372-4769,Greene Road,,Greenfield,Saratoga,NY,12833,Welsh, Tre,597-431-1095,welshtre@example.com,5/19/17,Real Estate Advisor,"50,000.00","109,944.40",12/20/13,11:08:43 AM,TRUE,2176,5/24/11,Withdrawn,2176,8/20/19,Canceled,2
Nexthome All Island,Co-op,"425,000.00",3,2,1300,61-20 Grand Central Pkwy Unit C505,Forest Hills,NY,11375,New York,Queens County,Queens,Forest Hills,61-20,"61-20 Grand Central Pkwy #505, Forest Hills, NY 11375, USA",40.7379227,-73.8470718,Graves, Trevor,gravestrevor@example.com,892-074-4553,Marilyn Boulevard,,Oyster Bay,Nassau,NY,11803,418000,Quarles, Deztaknee,quarlesdeztaknee@example.com,505-074-3919,Center Road,,Ovid,Seneca,NY,14521,Crum, Luke,282-168-4552,crumluke@example.com,12/1/22,Lead Negotiator,"227,268.00","21,250.00",4/9/20,12:32:04 PM,FALSE,2177,8/24/19,Withdrawn,2177,7/31/21,Canceled,3
Living NY - Main Office,Condo,"2,750,000.00",3,3,2782,160 Imlay St Unit 6D2,Brooklyn,NY,11231,United States,New York,Kings County,Brooklyn,Imlay Street,"160 Imlay St, Brooklyn, NY 11231, USA",40.6811053,-74.0098135,Marquez, Saul,marquezsaul@example.com,759-865-4856,Orchard Parkway,Apartment 1,White Plains,Westchester,NY,10606,2820000,Enkuselasse, Xavie,enkuselassexavie@example.com,370-881-3423,McChesney Avenue Extension,Apartment 16-2,Brunswick,Rensselaer,NY,12180,al-Rahman, Ramza,536-108-2972,alrahmanramza@example.com,11/22/15,Buyer Agent,"50,000.00","137,500.00",6/14/19,1:31:19 PM,TRUE,2178,11/17/18,Active,2178,7/10/19,Completed,2
Coldwell Banker Reliable,Co-op,"279,999.00",1,1,790,3235 Emmons Ave Apt 412,Brooklyn,NY,11235,New York,Kings County,Brooklyn,Sheepshead Bay,3235,"3235 Emmons Ave Apt 412, Brooklyn, NY 11235, USA",40.5844399,-73.9316116,Miguel-Tomas, Brandon,migueltomasbrandon@example.com,953-077-7640,Glenhaven Drive,,Amherst,Erie,NY,14228,310000,Scarberry, Madeleine,scarberrymadeleine@example.com,770-553-9777,Beck Road,,Ellery,Chautauqua,NY,14701,Carter, Cristan,833-488-4138,cartercristan@example.com,10/31/21,Listing Specialist,"190,591.00","13,999.95",10/9/13,2:26:35 PM,TRUE,2179,7/20/11,Pending,2179,8/30/15,Completed,1
Real Broker NY LLC,House,"715,000.00",3,2,2184.207862,85-10 79th St,Woodhaven,NY,11421,United States,New York,Queens County,Queens,79th Street,"85-10 79th St, Jamaica, NY 11421, USA",40.6951138,-73.8648093,Gatesh, Eli,gatesheli@example.com,134-163-9461,Water Street,,Jamestown,Chautauqua,NY,14701,746000,Austria, Janet,austriajanet@example.com,333-937-6080,Main Street,,Wolcott,Wayne,NY,13143,Curry, Michael,509-605-3223,currymichael@example.com,8/17/15,Buyer Agent,"95,834.00","35,750.00",10/18/15,12:18:37 PM,TRUE,2180,9/13/14,Under Contract,2180,2/27/19,Completed,3
Ilite Realty Inc,Condo,"980,000.00",3,3,1574,1740 W 4th St Apt 4C,Brooklyn,NY,11223,New York,Kings County,Brooklyn,Gravesend,1740,"1740 W 4th St #4c, Brooklyn, NY 11223, USA",40.6050673,-73.9776246,Goode, Randi,gooderandi@example.com,748-864-0710,Jackson Summit Road East,,Mayfield,Fulton,NY,12117,1070000,Contreras, Teran,contrerasteran@example.com,926-243-7785,Columbus Avenue,,Islip,Suffolk,NY,11717,el-Mannan, Bassaam,722-194-7358,elmannanbassaam@example.com,7/22/16,Buyer Agent,"105,311.00","49,000.00",1/19/14,1:43:57 PM,TRUE,2181,8/9/05,Sold,2181,1/26/22,Completed,5
La Rosa Realty New York Llc,Multi-family,"949,000.00",6,3,2184.207862,198-06 100th Ave,Hollis,NY,11423,United States,New York,Queens County,Queens,100th Avenue,"198-06 100th Ave, Jamaica, NY 11423, USA",40.7099626,-73.7608766,Jaramillo, Carlos,jaramillocarlos@example.com,164-519-7048,Mount Vernon Road,,Mamakating,Sullivan,NY,12790,899000,al-Rasul, Abdur Raqeeb,alrasulabdurraqeeb@example.com,191-223-5267,State Route 37C,,Massena,St Lawrence,NY,13662,Abdul-Amin, Tyler,732-298-4898,abdulamintyler@example.com,10/13/16,Lead Negotiator,"104,470.00","47,450.00",8/20/20,3:19:28 PM,TRUE,2182,8/17/20,Sold,2182,5/9/21,Completed,4
